transcript,VHmode,Hmode,Nmode,Lmode
AT1G08770.1,265;324;638;877,206;209;211;382;616;749;922,455;556;692;777;857,100;274;362;376;685;750
AT1G08780.1,342,86;197;349;414;421;516,163;231;413;485;519,87;109;241;242;380;521
AT1G08790.1,298;304;526;533;545,113;175;240;384;605,167;246;282;485;636;665;698,63;107;236;291;336;429;520;535;539
AT1G08800.1,1069;3231;3291,336;486;698;922;1171;1471;1739;2507;2734;2737;3214;3244;3262;3563;3568;3630;3677;3692,34;403;460;466;535;610;927;970;971;978;1172;1375;1606;1699;1741;1858;2070;2179;2262;2314;2447;2659;2804;3044;3086;3295;3313;3395;4485,202;442;824;895;1133;1413;1452;1900;1901;2669;2689;3120;3208;3223;3373;3396;3641;3735;4334
AT1G08800.2,1069;3231;3291,336;486;698;922;1171;1471;1739;2507;2734;2737;3214;3244;3262;3563;3568;3630;3677;3692,34;403;460;466;535;610;927;970;971;978;1172;1375;1606;1699;1741;1858;2070;2179;2262;2314;2447;2659;2804;3044;3086;3295;3313;3395;4356,202;442;824;895;1133;1413;1452;1900;1901;2669;2689;3120;3208;3223;3373;3396;3641;3735;4205
AT1G08800.3,931;3093;3153,87;205;348;560;784;1033;1333;1601;2369;2596;2599;3076;3106;3124;3425;3430;3492;3539;3554,265;322;328;397;472;789;832;833;840;1034;1237;1468;1561;1603;1720;1932;2041;2124;2176;2309;2521;2666;2906;2948;3157;3175;3257,304;686;757;995;1275;1314;1762;1763;2531;2551;2982;3070;3085;3235;3258;3503;3597
AT1G08800.4,931;3093;3153,87;205;348;560;784;1033;1333;1601;2369;2596;2599;3076;3106;3124;3425;3430;3492;3539;3554,265;322;328;397;472;789;832;833;840;1034;1237;1468;1561;1603;1720;1932;2041;2124;2176;2309;2521;2666;2906;2948;3157;3175;3257,304;686;757;995;1275;1314;1762;1763;2531;2551;2982;3070;3085;3235;3258;3503;3597
AT1G08810.1,418,524,108;159;195;257;322;452;697;773;785;797;915;975,185;196;202;336;741;768;798;937;945
AT1G08810.2,529,635,108;159;195;257;322;563;808;884;896;908;1026;1086,185;196;202;336;495;852;879;909;1048;1056
AT1G08810.3,168,274,202;447;523;535;547;665;725,134;491;518;548;687;695
AT1G08820.2,314;715;800;930;1050;1107;1116;1523;1854;1860,807;969;1017;1092;1149;1255;1350;1382;1428;1500;1722;1866,899;914;933;1169;1424;1433;1730,213;346;900;942;972;1132;1264;1724;1867;1884
AT1G08820.4,470;633;720;1154;1239;1369;1489;1546;1555;1962;2293;2299,317;327;350;517;1246;1408;1456;1531;1588;1694;1789;1821;1867;1939;2161;2305,318;356;372;537;556;1338;1353;1372;1608;1863;1872;2169,213;314;715;785;1339;1381;1411;1571;1703;2163;2306;2323
AT1G08820.5,458;1090;1175;1305;1425;1482;1491;1898;2229;2235,568;578;601;1182;1344;1392;1467;1524;1630;1725;1757;1803;1875;2097;2241,314;460;494;607;623;1274;1289;1308;1544;1799;1808;2105,213;452;504;569;721;1275;1317;1347;1507;1639;2099;2242;2259
AT1G08820.3,458;721;884;1308;1393;1523;1643;1700;1709;2116;2447;2453,568;578;601;768;1400;1562;1610;1685;1742;1848;1943;1975;2021;2093;2315;2459,314;460;494;607;623;788;807;1492;1507;1526;1762;2017;2026;2323,213;452;504;569;939;1493;1535;1565;1725;1857;2317;2460;2477
AT1G08820.1,633;718;848;968;1025;1034;1441,111;121;144;725;887;935;1010;1067;1173;1268;1300;1346;1418;1640,112;150;166;817;832;851;1087;1342;1351;1648,7;108;264;818;860;890;1050;1182;1642
AT1G08830.1,23;143;224;608;729,157;196;496;539;572;575;590;704,202;260;474;556;566;568,14;367;391;551;576;666;667
AT1G08830.2,157;541;662,76;90;129;429;472;505;508;523;637,135;193;407;489;499;501,300;324;484;509;599;600
AT1G08840.2,32;513;986;1066;1228;1346;2094;2269,81;334;390;799;802;825;843;1293;1325;1410;1683;2001;2123;2194;2593;2779;2950;3054;3115;3194;3226;3254;3317;3330;3390;3560;3612;3677;3862;3890;4004;4029;4216,190;373;544;569;605;696;807;830;1053;1068;1501;1519;1591;1891;2119;2198;2427;2714;3015;3017;3049;3133;3150;3324;3466;3542;4028,384;516;667;987;1126;1128;1237;1318;1489;1650;1830;1922;2188;2206;2272;2449;2469;2780;2862;2869;2898;3109;3554;3561;3620;3800;3845;3880;4172;4180
AT1G08840.3,671;1192;1272;1434;1552;2300;2475,93;239;492;548;1005;1008;1031;1049;1499;1531;1616;1889;2207;2329;2400;2799;2985;3156;3260;3321;3400;3432;3460;3523;3536;3596;3766;3818;3883;4068;4096;4210;4235,199;348;531;702;769;811;902;1013;1036;1259;1274;1707;1725;1797;2097;2325;2404;2633;2920;3221;3223;3255;3339;3356;3530;3672;3748;4234,139;169;170;542;674;873;1193;1332;1334;1443;1524;1695;1856;2036;2128;2394;2412;2478;2655;2675;2986;3068;3075;3104;3315;3760;3767;3826;4006;4051;4086
AT1G08840.4,674;1186;1266;1428;1546;2294;2469,96;242;495;551;999;1002;1025;1043;1493;1525;1610;1883;2201;2323;2394;2793;2979;3150;3254;3315;3394;3426;3454;3517;3530;3590;3760;3812;3877;4062;4090;4204;4229,202;351;534;705;805;896;1007;1030;1253;1268;1701;1719;1791;2091;2319;2398;2627;2914;3215;3217;3249;3333;3350;3524;3666;3742;4228,142;172;173;545;677;867;1187;1326;1328;1437;1518;1689;1850;2030;2122;2388;2406;2472;2649;2669;2980;3062;3069;3098;3309;3754;3761;3820;4000;4045;4080
AT1G08840.1,675;1148;1228;1390;1508;2199;2374,97;243;496;552;961;964;987;1005;1455;1487;1572;1845;2163;2228;2299;2698;2884;3055;3159;3220;3299;3331;3359;3422;3435;3495;3665;3717;3782;3967;3995;4109;4134,203;352;535;706;731;767;858;969;992;1215;1230;1663;1681;1753;2053;2195;2224;2303;2532;2819;3120;3122;3154;3238;3255;3429;3571;3647;4133,143;173;174;546;678;829;1149;1288;1290;1399;1480;1651;1812;1992;2084;2293;2311;2377;2554;2574;2885;2967;2974;3003;3214;3659;3666;3725;3905;3950;3985
AT1G08840.5,32;513;986;1066;1228;1346;2094;2269,81;334;390;799;802;825;843;1293;1325;1410;1683;2001;2123;2194;2593;2779;2950;3054;3115;3194;3226,190;373;544;569;605;696;807;830;1053;1068;1501;1519;1591;1891;2119;2198;2427;2714;3015;3017;3049;3133;3150,384;516;667;987;1126;1128;1237;1318;1489;1650;1830;1922;2188;2206;2272;2449;2469;2780;2862;2869;2898;3109
AT1G08845.2,NA,11;17;472;485;621,8;14;20;176;179;250;254;316;443;542,128;155;312;400;491;602;614;622;650
AT1G08845.1,NA,18;605;618;754,78;110;309;312;383;387;449;576;675,113;261;288;445;533;624;735;747;755;783;914
AT1G08845.3,NA,408;421;557,112;115;186;190;252;379;478,64;91;248;336;427;538;550;558;586;717
AT1G08860.1,220;894;1083;1297;1644,411;634;697;901;932;1138;1252;1450;1554;1760;1853;1857,282;363;443;457;675;708;817;907;964;1204;1227;1320;1378;1440;1453;1523;1798;1879,49;379;614;873;933;991;1518;1639;1650;1671;1757;1791;1793;1838;1845;1926;1949
AT1G08880.1,436;438;582;645;811,240;445;463;480;641;657,129;583;588;965,92;432;627;628
AT1G08890.1,NA,351;600;841;845;889;1029;1064;1344;1575,125;400;406;467;522;524;550;868;976;1192;1251;1360;1553;1608,191;233;275;336;595;923;1116;1194;1483;1517;1561
AT1G08900.2,725;1776,54;235;644;729;948;1076;1228;1234;1459;1657;1780,59;284;290;434;479;945;1135;1375;1437,807;1000;1078;1303;1445;1772
AT1G08900.4,715;1859,44;225;634;719;938;1066;1218;1224;1542;1740;1863,49;274;280;424;469;935;1125;1365;1520,797;990;1068;1293;1528;1855
AT1G08900.1,634,144;553;638;857;985;1137;1143;1368;1527,193;199;343;388;854;1044;1284;1346,716;909;987;1212;1354
AT1G08900.5,740;1791,138;659;744;963;1091;1243;1249;1474;1672;1795,299;305;449;494;960;1150;1390;1452,141;822;1015;1093;1318;1460;1787
AT1G08900.3,604;1655,138;523;608;827;955;1107;1113;1338;1536;1659,163;169;313;358;824;1014;1254;1316,686;879;957;1182;1324;1651
AT1G08910.1,262;462;468;656;693;736;891;2119;2303;2500;2687,166;274;586;593;1025;1056;1124;1188;1302;1510;1559;1612;2180;2218;2298;2306;2320;2413;2476;2566,79;276;346;694;758;892;1108;1189;1520;1534;1838;1973;1982;2042;2111;2188;2226;2280;2439;2636;2751;2773;2826,16;306;318;688;696;895;1027;1093;1163;1275;1537;1635;1907;2051;2120;2189;2282;2291;2508;2548;2861
AT1G08920.1,1383,278;392;510;616;716;889;1155;1225;1311;1392;1565,369;389;416;545;587;793;927;1006;1063;1092;1099;1149;1244;1451,84;254;535;742;803;874;997;1004;1119;1445;1892;2009
AT1G08920.2,1348,222;336;454;560;660;833;1099;1169;1276;1357;1530,313;333;360;489;531;737;871;950;1007;1036;1043;1093;1209;1416,28;198;479;686;747;818;941;948;1063;1410;1857
AT1G08920.3,1315,210;324;442;548;648;821;1087;1157;1243;1324,301;321;348;477;519;725;859;938;995;1024;1031;1081;1176;1383,16;186;467;674;735;806;929;936;1051;1377
AT1G08930.1,286;555;628;1013,322;529;718;738;755;787;1017;1231;1294;1338;1551;1747,508;549;684;722;916;1450;1532;1584;1590;2058,296;639;732;760;784;889;935;959;1071;1132;1334;1383;1489;1492
AT1G08930.2,121;390;463;848,157;364;553;573;590;622;852;1066;1129;1173;1386;1582,343;384;519;557;751;1285;1367;1419;1425,131;474;567;595;619;724;770;794;906;967;1169;1218;1324;1327
AT1G08940.1,347;413;644;860;924;978,341;450;453;475;553;763;920,172;398;414;458;477;509;515;747;753;814;854;871;891,153;339;400;406;585;652
AT1G08960.1,192;1535,408;411;621;856;1523;1553;1559;1610,66;158;590;623;681;686;1057;1270;1427;1470;1529;1600;1780;1945,585;655;767;998;1022;1073;1432;1460;1484;1518;1547;1560;1758
AT1G08970.2,244;294;528;593;715;857,303;306;316;366;474;501;507;522;867,324;362;529;551;597;1198,231;320;347;350;353;356;509;564;671;729;765;788;883;938
AT1G08970.1,238;288;522;587;709;851,297;300;310;360;468;495;501;516;861,318;356;523;545;591;923,225;314;341;344;347;350;503;558;665;723;759;782;877
AT1G08970.3,211;261;495;560;682;824,270;273;283;333;441;468;474;489;834,291;329;496;518;564;896,198;287;314;317;320;323;476;531;638;696;732;755;850;973
AT1G08970.4,646;696;930;995;1117;1259,306;705;708;718;768;876;903;909;924;1269,726;764;931;953;999;1600,558;633;722;749;752;755;758;911;966;1073;1131;1167;1190;1285;1340
AT1G08980.1,NA,97;109;280;452;601;806;988;1195;1284;1331;1518,14;130;234;271;322;328;364;400;432;433;506;571;638;768;849;931;1111;1127;1243;1247,236;254;283;334;377;402;505;558;588;631;633;721;1217;1321
AT1G08985.1,NA,189;191;335;339,295;361,
AT1G08990.1,334;607;611;1407;1653;1745,98;717;862;865;891;942;983;992;1008;1207;1233;1253;1316;1329;1508;1551;1610;1619;1703;1707;1761;1773;1805;1948,300;516;616;676;701;846;868;1087;1186;1202;1301,19;100;111;335;492;493;505;591;773;779;803;943;1077;1504;1538;1552;1598;1620;1799;1832;1837;1842
AT1G09000.2,694;907;1576,283;630;817;869;1287;1688;1742;1796;1911;1936,323;326;364;365;372;433;447;619;769;802;843;875;898;1029;1050;1229;1358;1493;1724;1737;1768;1870;1883,110;259;278;328;511;745;760;778;784;918;1406;1579;1743;1797;1798;1872
AT1G09000.1,692;905;1574;2043,281;628;815;867;1285;1686;1740;1794;1909;2012;2259,321;324;362;363;370;431;445;617;767;800;841;873;896;1027;1048;1227;1356;1491;1722;1735;1766;1868;1881;1966;2037,108;257;276;326;509;743;758;776;782;916;1404;1577;1741;1795;1796;1870;2066;2112;2253
AT1G09010.1,164;171;206;318;654;1183;1224;1329;1393;2306;2925;2958,516;635;714;735;747;781;1042;1323;1340;1348;1413;1580;1701;1899;2033;2243;2297;2319,51;195;203;234;320;361;405;591;703;736;988;1246;1380;1456;1600;1704;1737;1812;1832;1871;2096;2105;2199;2325;2500;2536;2605;2680;2765;2771,142;179;215;249;263;293;655;776;782;1126;1529;1725;1802;1809;2103;2141;2148;2284;2320;2331;2537;2831;3063
AT1G09020.1,352;440;702;812;960;1001;1221;1507;1917;1953;2047,894;1075;1160;1250;1314;1390;1583;1849;1861;1903;2004;2011;2031;2054;2438,466;677;732;781;786;806;891;920;1002;1042;1092;1262;1372;1404;1437;1672;1905;2290;2318,482;498;678;849;994;996;1060;1156;1237;1339;1350;1425;1455;1510;1536;1688;1744;1856;1949;2218;2321;2454;2459
AT1G09030.1,NA,NA,211;227;248;258;314;404,48;167;184;197;247;415
AT1G09040.1,502;686;889;1055;1254;1288;1901;2260;2392;2902;3114,251;641;1184;1188;1308;1356;1375;1759;2041;2524;2615;2758;2959;2964,1036;1209;1256;1264;1301;1314;1381;1466;1602;1613;1652;2131;2255;2310;2478;2506;2550;2624;2751;2890;2981,252;321;460;585;622;1010;1030;1049;1277;1278;1300;1309;1616;1760;1769;1891;1988;2038;2249;2415;2513;2586;2617;2747;2897
AT1G09050.1,500;870;1036;1235;1459;1882;1921;2241,548;622;653;1165;1169;1289;1295;1337;1462;1740;2022;2171;2474;2611;2754;2872;2898;2955;2960;3000,483;1017;1190;1237;1245;1269;1282;1290;1313;1447;1583;1594;1633;1663;1805;2112;2236;2368;2502;2620;2747;2756;2968;2977;3019;3024,302;566;603;989;991;1011;1030;1258;1259;1283;1597;1657;1741;1750;1872;1969;2019;2230;2291;2411;2582;2613;2743;2886;2893;2998;3142
AT1G09050.2,309;679;845;1044;1268;1691;1730;2050,357;431;462;974;978;1098;1104;1146;1271;1549;1831;1980;2283;2420;2563;2681;2707;2764;2769;2809,292;826;999;1046;1054;1078;1091;1099;1122;1256;1392;1403;1442;1472;1614;1921;2045;2177;2311;2429;2556;2565;2777;2786;2828,111;375;412;798;800;820;839;1067;1068;1092;1406;1466;1550;1559;1681;1778;1828;2039;2100;2220;2391;2422;2552;2695;2702;2807
AT1G09060.3,149;155;161;294;298;319;596;1078;1352;1442;1517;1594;2713;2812,203;250;301;342;356;817;1047;1228;1848;2219;2281;2353;2362;2566;2629;2817;2872;2883,544;563;875;929;930;1258;1306;1322;1605;1694;1729;1844;1943;2023;2041;2045;2100;2542;2581;2654,75;211;495;613;691;950;1073;1098;1355;1405;1423;1602;1656;1767;1813;1865;2363;2364;2535;2867;2886
AT1G09060.4,157;163;169;302;306;327;604;1086;1360;1450;1525;1602;2721;2820,211;258;309;350;364;825;1055;1236;1856;2227;2289;2361;2370;2574;2637;2825;2880;2891,552;571;883;937;938;1266;1314;1330;1613;1702;1737;1852;1951;2031;2049;2053;2108;2550;2589;2662,83;219;503;621;699;958;1081;1106;1363;1413;1431;1610;1664;1775;1821;1873;2371;2372;2543;2875;2894
AT1G09060.2,206;212;218;351;355;376;653;1135;1409;1499;1574;1651;2770;2869,260;307;358;399;413;874;1104;1285;1905;2276;2338;2410;2419;2623;2686;2874;2929;2940,601;620;932;986;987;1315;1363;1379;1662;1751;1786;1901;2000;2080;2098;2102;2157;2599;2638;2711,268;552;670;748;1007;1130;1155;1412;1462;1480;1659;1713;1824;1870;1922;2420;2421;2592;2924;2943
AT1G09060.1,187;193;199;332;336;357;634;1116;1390;1480;1555;1632;2751;2850,241;288;339;380;394;855;1085;1266;1886;2257;2319;2391;2400;2604;2667;2855;2910;2921,582;601;913;967;968;1296;1344;1360;1643;1732;1767;1882;1981;2061;2079;2083;2138;2580;2619;2692,249;533;651;729;988;1111;1136;1393;1443;1461;1640;1694;1805;1851;1903;2401;2402;2573;2905;2924
AT1G09070.1,468;507;636;882;1104;1133,303;381;415;566;589;723;780;1094;1121;1127,370;462;465;470;775;878;900;901;924;935;968;1110;1140;1201;1210;1219;1405,373;375;393;434;628;773;807;839;894;979;980;995;1173
AT1G09080.1,138;169;657;663;674;1396;1507;1737;1905,182;189;635;641;669;965;1071;1118;1131;1143;1240;1260;1275;1561;1785;1833,72;159;176;213;368;705;711;889;934;1252;1281;1288;1290;1390;1538;1615;1749;2035,202;328;336;354;362;476;667;1119;1192;1291;1297;1423;1576;1617;1792;2017;2038
AT1G09080.2,148;636;642;653;1375;1486;1716;1884,161;168;614;620;648;944;1050;1097;1110;1122;1219;1239;1254;1540;1764;1812,81;138;155;192;347;684;690;868;913;1231;1260;1267;1269;1369;1517;1594;1728;2014,181;307;315;333;341;455;646;1098;1171;1270;1276;1402;1555;1596;1771;1996;2017
AT1G09090.1,8;150;310;500;511;991;1015;2233,156;185;432;530;1008;1085;1283;1314;1318;1359;1371;1398;1611;1617;1638;1751;2011;2091;2096;2166;2345;2394;2397;2415;2452;2552,97;122;227;345;380;453;568;572;1020;1044;1092;1168;1183;1206;1276;1326;1327;1373;1498;1539;1554;1776;1777;1819;1824;1960;2036;2276;2417,178;252;266;324;385;493;556;621;808;1009;1170;1393;1394;1493;1612;1706;1773;2005;2118;2124;2268;2424;2548
AT1G09090.2,8;150;310;500;511;991;1015;2159,156;185;432;530;1008;1085;1283;1314;1318;1359;1371;1398;1611;1617;1638;1751;1937;2017;2022;2092;2271;2320;2323;2341;2378;2478,97;122;227;345;380;453;568;572;1020;1044;1092;1168;1183;1206;1276;1326;1327;1373;1498;1539;1554;1776;1777;1819;1824;1886;1962;2202;2343,178;252;266;324;385;493;556;621;808;1009;1170;1393;1394;1493;1612;1706;1773;1931;2044;2050;2194;2350;2474
AT1G09100.1,122;1146,94;110;116;239;327;368;383;497;504;628;767;812;817;935;1265;1284,97;138;147;232;282;283;399;472;496;688;851;966;994;1139;1238;1285,113;131;356;578;588;749;750;976;983;1295
AT1G09130.1,594;886;1099,366;454;512;550;745;981;1041;1043;1200,133;640;661;760;778;784;785;958;1028;1067;1144,218;546;547;748;940;997;1063;1203;1394
AT1G09130.3,537;829;1042,309;397;455;493;688;924;984;986;1099,76;583;604;703;721;727;728;901;971;1010,161;489;490;691;883;940;1006;1102;1293
AT1G09130.2,516;808;1021,288;376;434;472;667;903;963;965;1116;1248,55;562;583;682;700;706;707;880;950;989;1066,140;468;469;670;862;919;985;1244;1251
AT1G09140.3,525;764;809,596;776;1442;1517;1765;2105,18;76;252;263;351;553;771;777;803;1322;1503;1560;1670;1745;1921;1928;1958;2020,440;499;530;699;718;783;852;1060;1574;1760;1832;2087
AT1G09140.2,525;764;809,596;776;913;1161;1501,18;76;252;263;351;553;771;777;803;899;956;1066;1141;1317;1324;1354;1416,440;499;530;699;718;783;852;970;1156;1228;1483
AT1G09140.1,525;764;809,596;776;1163,18;76;252;263;351;553;771;777;803;979;986;1016;1078,440;499;530;699;718;783;852;1145
AT1G09150.1,469;642;807,48;519;638;776;799,30;208;388;512;513;663;739;814;854;871;878;966;1037,49;158;514;643;715;794;808;887;959;989;1108;1120
AT1G09155.1,NA,173;218;221;471;665;788;814;823;824;859;875;1004;1005;1010,20;200;245;349;390;498;584;649;769;881;982,90;168;246;252;419;606;611;726;778;791;837;900
AT1G09157.1,267;556,219;231;660;677,115;225;229;373;515;543;591,226;324;379;517;542;754;808
AT1G09160.1,367;375;600;632;891;1402,161;288;594;596;613;814;867;1296,323;438;520;645;728;903;919;1016;1076;1214;1397;1563;1685;1838,317;325;409;472;491;516;771;900;920;1027;1136;1458;1541
AT1G09160.2,367;375;600;632;891;1402,161;288;594;596;613;814;867;1296,323;438;520;645;728;903;919;1016;1076;1214;1397;1563;1750,317;325;409;472;491;516;771;900;920;1027;1136;1458;1541
AT1G09170.2,832;1165;1167;1770;2349;2671;2676;3452;3487,297;300;305;474;841;1189;1195;1434;1594;1619;1816;2100;2302;2474;2565;2844;3027;3295;3437;3455;3581,330;376;801;886;1443;1495;1511;1634;1843;1880;1897;1947;2041;2103;2295;2386;2602;2740;2932;2974;3075;3395;3396;3472;3585;3712;3747,32;273;658;827;846;1127;1174;1184;1199;1230;1249;1293;1489;1750;1854;1923;2012;2326;2658;2938;3069;3110;3281;3431
AT1G09170.4,832;1165;1167;1770;2349;2671;2676;3366;3401,297;300;305;474;841;1189;1195;1434;1594;1619;1816;2100;2302;2474;2565;2941;3209;3351;3369;3495,330;376;801;886;1443;1495;1511;1634;1843;1880;1897;1947;2041;2103;2295;2386;2602;2740;2846;2888;2989;3309;3310;3386;3499;3626;3661,32;273;658;827;846;1127;1174;1184;1199;1230;1249;1293;1489;1750;1854;1923;2012;2326;2658;2852;2983;3024;3195;3345
AT1G09170.3,832;1165;1167;1770;2349;2766;2771;3446;3481,297;300;305;474;841;1189;1195;1434;1594;1619;1816;2100;2302;2474;2565;3021;3289;3431;3449;3575,330;376;801;886;1443;1495;1511;1634;1843;1880;1897;1947;2041;2103;2295;2386;2602;2835;2968;3069;3389;3390;3466;3579;3706;3741,32;273;658;827;846;1127;1174;1184;1199;1230;1249;1293;1489;1750;1854;1923;2012;2326;2753;2932;3063;3104;3275;3425
AT1G09170.5,879;1212;1214;1817;2396;2718;2723;3398;3433,344;347;352;521;888;1236;1242;1481;1641;1666;1863;2147;2349;2521;2612;2973;3241;3383;3401;3527,377;423;848;933;1490;1542;1558;1681;1890;1927;1944;1994;2088;2150;2342;2433;2649;2787;2920;3021;3341;3342;3418;3531;3658;3693,79;320;705;874;893;1174;1221;1231;1246;1277;1296;1340;1536;1797;1901;1970;2059;2373;2705;2884;3015;3056;3227;3377
AT1G09170.6,540;873;875;1478;2057;2312;2612;2617;3393;3428,8;13;182;549;897;903;1142;1302;1327;1524;1808;2010;2320;2411;2785;2968;3236;3378;3396;3522,38;84;509;594;1151;1203;1219;1342;1551;1588;1605;1655;1749;1811;2003;2094;2448;2681;2873;2915;3016;3336;3337;3413;3526;3653;3688,366;535;554;835;882;892;907;938;957;1001;1197;1458;1562;1631;1720;2034;2599;2879;3010;3051;3222;3372
AT1G09170.7,540;873;875;1478;2057;2474;2479;3255;3290,8;13;182;549;897;903;1142;1302;1327;1524;1808;2010;2182;2273;2647;2830;3098;3240;3258;3384,38;84;509;594;1151;1203;1219;1342;1551;1588;1605;1655;1749;1811;2003;2094;2310;2543;2735;2777;2878;3198;3199;3275;3388;3515;3550,366;535;554;835;882;892;907;938;957;1001;1197;1458;1562;1631;1720;2034;2461;2741;2872;2913;3084;3234
AT1G09170.1,703;1036;1038;1641;2112;2434;2439;3114;3149,168;171;176;345;712;1060;1066;1305;1465;1490;1687;1863;2065;2237;2328;2689;2957;3099;3117,201;247;672;757;1314;1366;1382;1505;1714;1751;1768;1866;2058;2149;2365;2503;2636;2737;3057;3058;3134,144;529;698;717;998;1045;1055;1070;1101;1120;1164;1360;1621;1725;1794;2089;2421;2600;2731;2772;2943;3093
AT1G09170.8,638;971;973;1576;2155,103;106;111;280;647;995;1001;1240;1400;1425;1622;1906;2108,136;182;607;692;1249;1301;1317;1440;1649;1686;1703;1753;1847;1909;2101;2192,79;464;633;652;933;980;990;1005;1036;1055;1099;1295;1556;1660;1729;1818;2132
AT1G09176.1,318;377;392;395;413;446;497,315;324;332;335;344;380;434;437;449;467;482,387;440;441,108;357;398;401;473
AT1G09180.1,186;592;670,343;508;686,159;205;310;327;421;548,299;452;720
AT1G09190.1,879;1128,301;302;315;565;669;677;720;868;882;1050;1191;1233;1322;1323;1365;1382;1441;1499;1576,55;452;544;558;559;723;871;888;1149;1332;1560,408;542;601;865;908;942;948;1070;1245;1267;1270;1287;1299;1479;1562
AT1G09195.15,343;585;1017;1758,292;377;394;510;516;543;550;559;612;659;674;1003;1244;1338;1752,194;275;323;378;416;421;921;1538;1733;1753;1814,35;65;143;284;424;454;461;735;849;1160;1161;1347;1738
AT1G09195.11,384;982;1414;2079,333;418;437;743;791;907;913;940;947;956;1009;1056;1071;1400;1641;1735;2073,235;316;364;813;818;1318;1859;2054;2074;2135,76;106;184;325;555;751;821;851;858;1132;1246;1557;1558;1744;2059
AT1G09195.12,416;1014;1446;2062,365;450;469;775;823;939;945;972;979;988;1041;1088;1103;1432;1673;1767;2056,267;348;396;845;850;1350;2037;2057;2118,108;138;216;357;587;783;853;883;890;1164;1278;1589;1590;1776;2042
AT1G09195.2,416;1014;1446;2116,365;450;469;775;823;939;945;972;979;988;1041;1088;1103;1432;1673;1767;2110,267;348;396;845;850;1350;1896;2091;2111;2172,108;138;216;357;587;783;853;883;890;1164;1278;1589;1590;1776;2096
AT1G09195.13,416;1014;1446;2007,365;450;469;775;823;939;945;972;979;988;1041;1088;1103;1432;1673;1767;2001,267;348;396;845;850;1350;1982;2002;2063,108;138;216;357;587;783;853;883;890;1164;1278;1589;1590;1776;1987
AT1G09195.1,416;658;1090;1947,365;450;467;583;589;616;623;632;685;732;747;1076;1317;1411;1508;1941,267;348;396;451;489;494;994;1727;1922;1942;2003,108;138;216;357;497;527;534;808;922;1233;1234;1420;1927
AT1G09195.14,423;665;1097;1762,372;457;474;590;596;623;630;639;692;739;754;1083;1324;1418;1756,274;355;403;458;496;501;1001;1542;1737;1757;1818,115;145;223;364;504;534;541;815;929;1240;1241;1427;1742
AT1G09195.7,427;1025;1457;2486,376;461;480;786;834;950;956;983;990;999;1052;1099;1114;1443;1981;2075;2172;2480,278;359;407;856;861;1361;1782;1870;2461;2481;2542,119;149;227;368;598;794;864;894;901;1175;1289;1876;1897;1898;2084;2466
AT1G09195.8,427;1025;1457;2314,376;461;480;786;834;950;956;983;990;999;1052;1099;1114;1443;1684;1778;1875;2308,278;359;407;856;861;1361;2094;2289;2309;2370,119;149;227;368;598;794;864;894;901;1175;1289;1600;1601;1787;2294
AT1G09195.3,427;1025;1457;2822,376;461;480;786;834;950;956;983;990;999;1052;1099;1114;1443;2286;2383;2816,278;359;407;856;861;1361;1782;1870;2602;2797;2817;2878,119;149;227;368;598;794;864;894;901;1175;1289;1876;1897;1898;2295;2802
AT1G09195.9,427;669;1101;2255,376;461;478;594;600;627;634;643;696;743;758;1087;1625;1719;1816;2249,278;359;407;462;500;505;1005;1426;1514;2035;2230;2250;2311,119;149;227;368;508;538;545;819;933;1520;1541;1542;1728;2235
AT1G09195.6,427;1025;1457;2519,376;461;480;786;834;950;956;983;990;999;1052;1099;1114;1443;1889;1983;2080;2513,278;359;407;856;861;1361;1690;1778;2299;2494;2514;2575,119;149;227;368;598;794;864;894;901;1175;1289;1784;1805;1806;1992;2499
AT1G09195.5,454;1052;1484;2522,403;488;507;813;861;977;983;1010;1017;1026;1079;1126;1141;1470;2008;2102;2516,305;386;434;883;888;1388;1809;1897;2302;2497;2517;2578,146;176;254;395;625;821;891;921;928;1202;1316;1903;1924;1925;2111;2502
AT1G09195.10,454;1052;1484;2225,403;488;507;813;861;977;983;1010;1017;1026;1079;1126;1141;1470;1711;1805;2219,305;386;434;883;888;1388;2005;2200;2220;2281,146;176;254;395;625;821;891;921;928;1202;1316;1627;1628;1814;2205
AT1G09195.4,454;1052;1484;2638,403;488;507;813;861;977;983;1010;1017;1026;1079;1126;1141;1470;2008;2102;2199;2632,305;386;434;883;888;1388;1809;1897;2418;2613;2633;2694,146;176;254;395;625;821;891;921;928;1202;1316;1903;1924;1925;2111;2618
AT1G09200.1,279;413,225;249;260;267;376;463,207;222;263;297;301,238;270;276;298;300;436;489;556;574;609
AT1G09210.1,446;770;1220;1317;1441;1577,198;241;432;680;1010;1016;1115;1231;1387;1417;1552,91;316;352;496;510;517;620;671;986;1144;1475;1553,324;953;1003;1108;1172;1188;1305;1396;1477;1507;1561
AT1G09220.1,1247,804;1343;1516,270;656;671;986;1001;1031;1313;1372;1383;1521;1584,433;488;594;716;813;825;1050;1286;1395;1447;1498
AT1G09230.2,132;146;273;1065;1142;1180,525;910;1038;1166,287;311;426;472;499;503;594;632;1171,221;518;539;603;1007;1044;1241
